1,0
2,2
3,3
3,7
4,2
5,7
6,0
7,1
8,2
9,1
10,0
11,4
12,8
13,0
13,6
14,7
15,0
15,4
16,6
17,7
18,0
18,1
19,4
20,6
21,7
22,6
23,4
24,3
25,6
26,6
27,3
28,8
29,4
29,7
30,1
31,6
32,6
33,7
34,1
34,2
34,6
34,7
35,3
36,0
36,1
36,2
36,3
36,5
36,6
36,7
37,1
37,6
37,7
38,5
39,0
40,6
41,3
42,1
42,2
42,5
42,6
42,7
43,8
44,6
45,6
46,6
47,3
48,6
49,6
50,0
51,0
51,2
52,6
53,7
54,6
54,7
55,6
56,1
56,3
56,4
56,5
57,7
58,3
59,6
60,2
61,7
62,6
63,6
64,6
65,0
66,1
66,4
66,6
66,8
67,6
68,6
69,7
70,4
70,6
71,6
72,6
73,3
73,4
73,6
74,1
75,0
76,7
77,6
77,8
78,3
78,6
79,6
80,4
81,0
81,1
81,2
81,4
81,7
82,6
83,0
84,6
85,7
86,1
86,6
86,7
87,1
87,2
87,4
87,5
88,1
89,6
90,7
91,0
91,1
91,2
91,4
91,6
91,7
92,6
93,1
94,7
95,7
96,6
96,7
97,0
97,5
98,6
99,0
100,6
101,3
102,8
103,6
104,0
104,5
105,6
106,6
107,6
108,3
109,0
110,3
110,6
110,7
111,1
111,4
112,7
113,0
114,1
114,2
114,4
115,6
116,7
117,1
117,4
118,6
119,6
120,4
121,7
122,6
123,4
124,0
125,3
126,2
126,3
127,1
127,3
127,6
128,1
128,6
129,6
130,0
131,1
131,4
132,4
133,1
133,3
133,4
134,6
135,6
136,2
136,6
136,8
137,2
137,6
138,6
139,2
139,3
139,6
139,8
140,6
141,0
141,1
141,5
142,3
143,1
144,6
145,6
146,4
147,7
148,0
149,7
150,6
151,1
151,6
152,1
152,3
153,4
153,6
154,6
155,0
156,4
157,4
158,4
159,3
160,6
161,7
162,3
163,0
163,6
164,2
164,6
165,1
166,7
167,6
168,3
169,4
170,1
171,6
172,6
173,6
174,0
175,0
176,6
177,7
178,6
179,1
180,4
180,7
181,6
182,7
183,6
184,8
185,0
186,0
187,0
188,6
189,2
190,6
191,0
191,1
191,4
191,6
191,7
192,8
193,6
194,1
195,6
196,6
197,0
197,4
198,6
199,1
199,3
199,4
200,6
201,4
202,2
203,6
204,0
205,2
205,6
206,0
207,7
208,7
209,2
210,0
210,5
211,2
212,6
213,4
214,1
214,4
215,6
215,7
216,0
216,1
216,3
216,4
217,3
217,6
218,1
219,6
220,0
221,0
222,6
223,3
224,6
225,6
226,6
227,1
227,6
227,7
228,1
228,6
229,7
230,1
230,3
230,4
230,6
230,7
231,0
231,1
231,6
232,6
233,1
233,5
234,2
235,7
236,4
237,6
238,0
239,6
240,0
241,0
241,4
241,6
242,1
242,2
242,3
243,1
244,4
244,7
245,6
246,3
246,7
247,2
248,3
249,6
250,1
250,4
250,7
251,0
252,2
253,0
254,4
255,0
256,8
257,3
258,1
259,1
259,2
259,6
259,8
260,2
260,6
260,7
260,8
261,1
261,6
262,3
262,4
262,6
263,7
264,0
265,3
265,6
265,7
266,4
267,1
268,1
269,6
270,5
271,2
272,2
273,3
274,1
275,2
276,6
277,7
278,2
279,6
280,4
281,2
282,6
283,5
284,6
285,0
285,1
285,3
286,7
287,1
288,0
289,6
289,7
290,0
290,1
291,1
292,6
293,0
294,6
295,6
296,2
297,0
298,7
299,1
300,6
301,2
302,6
303,4
304,7
305,6
306,2
306,7
306,8
307,7
308,7
309,7
310,0
311,0
311,1
312,0
313,6
314,4
315,1
315,6
315,7
316,4
317,0
318,5
319,6
320,6
321,4
322,2
323,7
324,2
325,2
326,2
327,4
328,4
328,7
329,0
329,2
329,6
330,1
330,6
331,2
332,3
332,5
333,1
333,6
333,7
334,6
335,3
336,6
337,3
338,6
339,1
340,7
341,6
342,6
343,6
344,6
345,6
346,7
347,1
348,3
349,2
350,2
351,2
352,3
353,7
354,7
355,2
356,0
357,4
357,7
358,6
359,7
360,0
360,4
360,5
361,3
362,7
363,3
364,6
365,7
366,4
367,1
367,7
368,6
368,7
369,2
369,6
370,7
371,6
372,0
373,0
374,0
375,7
376,0
377,2
377,5
377,7
378,3
379,0
379,5
380,6
380,8
381,6
382,0
383,2
384,6
385,3
385,6
386,6
387,4
388,6
389,6
390,3
391,5
392,6
392,7
392,8
393,7
394,6
395,0
395,1
395,2
395,3
395,4
395,6
395,7
396,6
397,6
398,6
399,2
400,6
401,7
402,7
403,0
403,4
403,6
404,6
405,6
406,2
406,3
406,4
407,7
408,1
409,3
410,1
411,2
412,6
412,7
413,6
414,8
415,4
416,6
417,6
418,6
419,4
420,7
421,4
422,6
423,1
423,6
424,6
425,0
425,1
425,2
425,6
426,7
427,6
428,2
428,4
429,4
430,3
431,0
432,8
433,0
433,4
433,5
434,7
435,4
435,6
436,6
437,2
438,6
439,7
440,3
441,6
442,2
443,4
444,4
445,6
446,6
447,3
447,6
448,1
448,2
448,3
448,4
448,6
449,0
450,6
451,6
452,0
452,4
452,5
453,6
454,6
455,6
456,4
457,0
458,6
459,7
460,7
461,6
462,2
463,2
464,0
464,6
465,6
466,7
466,8
467,6
468,3
469,2
470,6
471,3
472,6
473,4
474,3
474,4
474,6
474,7
475,0
475,6
476,2
476,3
476,4
476,6
477,1
478,2
479,1
479,4
480,1
481,1
482,6
482,7
483,8
484,5
485,1
486,1
487,6
488,6
489,7
490,0
490,1
491,6
492,5
493,6
494,6
495,2
496,3
497,1
498,6
499,6
500,1
500,2
500,6
500,7
500,8
501,0
501,5
502,4
503,1
503,6
504,2
505,7
506,0
507,6
508,6
509,7
510,6
510,7
511,7
512,2
513,2
513,3
513,6
514,7
515,1
516,1
517,1
518,6
519,7
520,7
521,0
521,3
521,4
522,1
523,6
524,2
525,1
526,4
527,6
528,0
528,1
528,2
528,4
528,6
528,7
528,8
529,1
530,4
531,0
532,1
533,7
534,2
534,6
535,1
535,3
536,4
537,1
538,0
539,0
539,2
539,3
539,4
539,6
539,7
539,8
540,0
541,2
542,7
543,1
544,3
545,6
546,2
546,6
546,7
547,1
548,0
548,1
548,2
548,4
548,6
549,0
549,1
549,2
549,4
549,6
550,3
551,0
551,1
551,2
551,3
551,4
551,5
551,6
552,0
552,3
553,3
553,7
554,6
555,6
556,1
557,2
558,1
559,1
560,4
560,6
561,7
562,7
563,2
564,0
564,2
564,5
564,6
565,7
566,7
567,6
568,3
569,2
570,3
571,7
572,3
573,1
574,0
575,4
576,4
576,6
577,1
577,2
577,6
577,7
578,4
579,2
580,6
581,7
582,6
583,2
584,6
585,6
586,0
586,3
586,6
587,0
587,1
587,4
587,6
588,6
589,6
590,3
591,4
592,1
593,3
593,6
594,2
595,0
596,1
596,2
596,4
596,6
597,1
598,1
598,2
598,3
599,3
599,7
600,1
600,2
601,0
601,1
602,6
603,1
603,4
604,7
605,7
606,6
607,0
608,2
609,1
610,1
611,5
612,0
613,4
614,1
615,6
616,6
617,0
617,6
617,7
618,0
618,1
618,4
618,6
618,7
619,7
620,1
620,2
620,6
621,7
622,1
623,1
623,4
624,6
625,6
626,2
627,0
628,4
629,6
630,3
631,5
632,6
633,2
634,0
635,6
636,1
636,3
636,4
637,3
637,4
637,6
637,7
638,6
639,2
639,4
640,3
640,7
641,7
642,4
643,6
643,7
644,4
645,3
646,6
647,4
648,6
649,0
649,6
649,7
650,6
651,0
651,1
651,4
651,6
652,2
653,1
653,2
653,6
653,7
654,4
655,1
656,6
657,7
658,2
658,6
659,6
660,0
661,7
662,7
663,7
664,2
665,0
666,8
667,2
668,6
669,6
670,2
670,6
671,6
671,7
672,0
673,5
674,0
674,1
675,1
676,1
676,4
676,6
677,6
678,0
678,1
678,3
678,4
678,6
679,1
680,6
681,6
682,4
683,0
683,2
683,4
683,7
684,6
685,6
686,6
687,0
687,6
688,6
688,7
689,2
690,1
690,6
691,7
692,3
693,6
694,4
695,2
696,3
697,4
698,6
699,0
700,7
701,6
702,7
703,3
704,1
704,7
705,4
706,4
707,4
708,0
708,1
708,2
708,6
708,7
709,0
710,1
711,0
711,4
711,6
712,1
713,4
713,6
714,6
715,8
716,6
717,1
717,2
717,4
717,5
718,0
718,1
718,4
718,6
719,6
720,0
720,5
721,6
722,6
723,1
723,6
723,7
724,2
725,0
726,7
727,0
727,1
727,4
728,1
728,6
729,2
730,0
731,0
732,7
733,1
734,6
735,7
736,1
737,6
738,3
739,0
740,1
740,2
740,3
740,6
740,7
740,8
741,0
741,5
742,6
743,7
744,6
745,7
746,4
746,6
746,7
747,1
748,6
749,4
750,7
751,7
752,2
753,1
753,4
754,6
755,1
756,5
756,7
757,0
758,6
759,1
759,4
760,0
760,1
760,4
760,6
761,0
761,2
761,6
762,7
763,1
764,7
765,4
765,6
766,7
767,6
768,4
769,0
769,1
769,4
769,5
770,1
771,1
772,1
773,2
774,5
775,1
776,7
777,1
778,0
778,7
779,0
780,2
781,5
782,6
783,4
784,6
785,2
786,1
786,4
787,0
788,4
788,6
789,7
790,2
791,7
792,1
793,1
793,3
793,6
794,3
794,6
795,1
796,1
797,5
798,4
799,6
800,0
801,3
802,4
802,6
802,7
802,8
803,6
804,4
805,7
806,4
806,6
807,7
808,2
809,1
809,4
810,8
811,3
812,0
813,5
814,3
815,3
815,4
815,7
816,7
817,2
818,4
819,6
820,7
821,2
821,4
822,3
823,0
823,6
824,0
825,0
825,6
826,6
827,4
828,1
829,6
830,6
831,6
832,3
833,1
833,5
833,6
834,1
834,4
834,6
834,7
834,8
835,3
836,7
837,3
837,6
838,6
839,2
840,3
841,6
841,8
842,2
842,6
843,0
843,7
844,0
845,6
846,1
847,3
848,4
849,4
850,0
851,4
852,1
852,7
853,6
854,3
854,4
855,6
856,6
857,2
858,0
859,3
859,4
860,7
861,6
862,1
863,4
863,7
864,6
865,6
866,1
867,2
867,6
868,6
869,6
869,8
870,1
871,2
872,6
873,6
874,2
875,4
876,7
877,0
878,2
879,6
880,0
880,6
881,7
882,4
882,6
883,6
883,8
884,8
885,6
886,1
886,4
887,6
888,6
889,0
890,1
890,6
891,3
892,6
893,3
894,1
895,7
896,7
897,0
897,7
898,0
898,7
899,3
900,7
901,2
902,1
902,3
902,6
902,7
903,4
903,6
904,1
904,6
905,2
906,6
907,7
908,6
909,6
910,6
911,1
911,6
912,8
913,2
914,0
914,1
914,2
914,4
915,2
916,6
917,1
917,2
918,5
918,6
919,7
920,1
920,4
921,6
922,6
923,6
924,1
925,1
925,2
925,6
926,7
927,6
928,7
929,0
929,2
929,6
930,0
930,1
930,2
930,4
930,5
931,2
932,6
933,3
933,7
934,7
935,0
935,1
935,6
935,7
936,4
937,1
937,3
937,4
937,6
937,7
938,6
939,6
940,0
941,7
942,2
943,1
944,6
945,4
946,1
947,5
948,1
948,4
948,6
949,3
950,6
951,3
952,6
953,1
953,3
953,6
953,7
954,1
955,0
956,0
956,2
956,6
956,8
957,4
958,4
959,6
959,7
960,0
960,1
960,4
960,6
960,7
961,1
962,0
963,6
964,5
965,1
966,2
966,6
967,2
967,4
967,6
968,3
968,6
968,7
969,6
970,6
971,1
972,0
972,5
973,7
974,6
975,6
975,7
976,3
977,6
978,2
978,6
979,4
979,6
980,6
981,7
982,6
983,6
984,4
984,6
985,2
985,6
985,8
986,1
987,3
988,1
988,2
988,3
988,4
988,6
989,4
989,8
990,0
990,2
991,3
991,4
992,6
993,3
994,6
994,8
995,1
995,6
995,7
996,6
997,6
998,1
998,7
999,6
1000,3
1001,6
1002,0
1002,3
1003,7
1004,6
1005,0
1006,8
1007,6
1008,5
1009,2
1010,7
1011,6
1012,6
1013,0
1014,6
1015,6
1016,6
1017,6
1018,1
1019,7
1020,4
1021,0
1022,3
1023,5
1023,6
1024,6
1025,6
1026,6
1027,7
1028,1
1029,7
1030,6
1031,6
1032,7
1033,6
1034,6
1035,3
1036,8
1037,1
1038,0
1039,6
1040,4
1041,0
1042,6
1043,1
1044,0
1044,1
1044,4
1044,7
1045,7
1046,4
1047,3
1048,7
1049,6
1050,1
1050,3
1050,4
1050,7
1051,6
1052,4
1053,1
1054,6
1055,7
1056,1
1057,6
1058,6
1059,6
1060,0
1060,1
1060,6
1061,1
1061,2
1062,1
1062,3
1063,6
1064,2
1065,1
1065,3
1066,6
1067,6
1068,1
1069,2
1069,3
1070,6
1071,6
1072,6
1073,7
1074,6
1075,7
1076,5
1077,3
1078,6
1079,6
1080,6
1081,7
1082,1
1082,6
1083,4
1084,4
1085,6
1086,4
1087,6
1088,7
1089,5
1090,0
1091,6
1092,1
1093,4
1094,3
1095,1
1096,1
1096,3
1097,6
1098,0
1098,5
1099,6
1100,2
1101,7
1102,4
1102,6
1102,7
1103,1
1104,6
1105,6
1106,0
1107,4
1108,4
1109,6
1110,4
1111,7
1112,7
1113,4
1114,6
1115,2
1116,2
1116,6
1117,1
1118,0
1119,6
1119,7
1120,2
1121,7
1122,7
1123,0
1123,2
1123,6
1124,1
1125,0
1126,2
1126,6
1127,1
1127,6
1128,2
1129,3
1129,6
1130,6
1131,2
1132,3
1133,0
1133,6
1133,7
1134,6
1135,0
1136,4
1137,6
1138,1
1138,3
1138,4
1139,2
1140,2
1141,0
1142,6
1143,0
1144,6
1145,4
1146,4
1147,0
1147,2
1147,6
1148,5
1149,2
1149,4
1150,2
1150,6
1151,6
1152,3
1152,7
1153,3
1154,1
1155,1
1156,6
1157,6
1158,6
1159,0
1160,2
1161,6
1162,4
1162,7
1163,6
1164,6
1165,0
1165,3
1166,5
1167,6
1168,6
1169,7
1170,7
1171,0
1171,1
1172,3
1172,7
1173,4
1174,6
1175,6
1176,6
1177,6
1178,3
1179,2
1180,4
1181,1
1182,1
1182,4
1183,6
1184,4
1185,4
1186,8
1187,6
1188,2
1189,1
1189,2
1189,8
1190,5
1191,7
1192,5
1193,6
1194,6
1195,6
1196,3
1197,6
1198,2
1198,4
1198,5
1198,6
1199,6
1200,6
1201,6
1202,0
1203,4
1204,6
1205,7
1206,6
1207,6
1208,0
1209,4
1209,7
1210,3
1210,6
1211,6
1212,6
1213,7
1214,0
1215,6
1216,6
1217,6
1218,6
1219,0
1220,6
1221,6
1222,6
1223,7
1224,7
1225,4
1226,2
1227,6
1228,0
1228,6
1229,6
1230,1
1231,0
1231,2
1231,3
1232,8
1233,3
1234,6
1235,6
1236,6
1237,6
1238,6
1238,7
1239,6
1240,0
1241,4
1241,8
1242,0
1243,3
1243,4
1244,6
1245,1
1245,6
1246,6
1247,5
1248,0
1249,6
1250,6
1251,2
1251,7
1252,1
1253,2
1253,4
1254,6
1255,7
1256,2
1257,0
1258,6
1258,7
1259,5
1260,5
1261,6
1262,1
1263,7
1264,5
1265,4
1266,6
1267,4
1268,3
1269,0
1270,7
1271,6
1272,6
1273,6
1274,1
1275,7
1276,3
1277,7
1278,6
1279,1
1279,3
1280,6
1281,2
1281,4
1282,6
1283,1
1284,1
1284,4
1285,6
1286,0
1286,1
1286,2
1286,7
1287,6
1288,7
1289,4
1290,1
1290,2
1291,6
1291,7
1292,1
1293,3
1293,6
1294,7
1295,6
1295,8
1296,6
1297,7
1298,2
1299,0
1300,7
1301,5
1302,5
1303,7
1304,6
1305,2
1306,6
1307,8
1308,0
1309,7
1310,6
1311,1
1311,6
1312,0
1312,5
1312,6
1312,7
1313,7
